,0
0,0.7373737373737373
1,0.7373737373737373
2,0.3737704918032787
3,0.3293460925039872
4,0.19748858447488585
5,0.3881856540084388
6,0.4892601431980907
7,0.455637707948244
8,0.14863870493009565
9,0.3187702265372168
10,0.4321206743566992
11,0.18621307072515667
12,0.37790697674418605
13,0.37790697674418605
14,0.4354207436399217
15,0.5
16,0.5611111111111111
17,0.27938931297709924
18,0.35419847328244275
19,0.2931297709923664
20,0.37251908396946565
21,0.300763358778626
22,0.17557251908396945
23,0.2549618320610687
24,0.2549618320610687
25,0.3526717557251908
26,0.537117903930131
27,0.5414847161572053
28,0.4985754985754986
29,0.5036057692307693
30,0.3591989987484355
31,0.5334018499486125
32,0.3676268861454047
33,0.3511659807956104
34,0.46555323590814196
35,0.3225806451612903
36,0.5063649222065064
37,0.44413012729844414
38,0.4045261669024045
39,0.4582743988684583
40,0.43422913719943423
41,0.45403111739745405
42,0.4512022630834512
43,0.3620933521923621
44,0.4497878359264498
45,0.4837340876944837
46,0.44837340876944837
47,0.4695898161244696
48,0.40658716638273706
49,0.12622222222222224
50,0.128
51,0.12071111111111112
52,0.4507042253521127
53,0.35121951219512193
54,0.5714285714285714
55,0.5741626794258373
56,0.4114441416893733
57,0.3923705722070845
58,0.4495530012771392
59,0.5454545454545454
60,0.5623268698060941
61,0.5009416195856874
62,0.5493087557603686
63,0.5018867924528302
64,0.3752310536044362
65,0.46484375
66,0.5135135135135135
67,0.43802228412256267
68,0.33945841392649906
69,0.475103734439834
70,0.3612662942271881
71,0.3667953667953668
72,0.4326982175783651
73,0.40189642596644787
74,0.41479099678456594
75,0.4153522607781283
76,0.39852786540483703
77,0.41219768664563616
78,0.5590551181102362
79,0.40562248995983935
80,0.5851351351351352
81,0.4682080924855491
82,0.31305398871877516
83,0.3238566131025958
84,0.17301750772399588
85,0.4232749742533471
86,0.41503604531410915
87,0.42934782608695654
88,0.4740177439797212
89,0.38863287250384027
90,0.3671274961597542
91,0.38095238095238093
92,0.46860986547085204
93,0.5630936227951153
94,0.4878228782287823
95,0.452
96,0.33182503770739064
97,0.6359832635983264
98,0.5393617021276595
99,0.32286746318421783
100,0.3563786008230453
101,0.34897119341563787
102,0.5626740947075209
103,0.6128133704735376
104,0.6072423398328691
105,0.5933147632311978
106,0.6100278551532033
107,0.39922825764321757
108,0.18019397651863195
109,0.4490806223479491
110,0.47848716169326855
111,0.43437945791726107
112,0.3555858310626703
113,0.4095394736842105
114,0.35023923444976074
115,0.32057416267942584
116,0.04326396495071194
117,0.3834841628959276
118,0.27828054298642535
119,0.490272373540856
120,0.44106463878326996
121,0.3851851851851852
122,0.4076154806491885
123,0.18726591760299627
124,0.43283582089552236
125,0.47761194029850745
126,0.43283582089552236
127,0.4626865671641791
128,0.4626865671641791
129,0.44776119402985076
130,0.3880597014925373
131,0.47761194029850745
132,0.3880597014925373
133,0.4925373134328358
134,0.3880597014925373
135,0.4626865671641791
136,0.3880597014925373
137,0.47761194029850745
138,0.47598488936859146
139,0.380718954248366
140,0.4126778783958603
141,0.5508982035928144
142,0.3276699029126214
143,0.33171521035598706
144,0.3284789644012945
145,0.3866995073891626
146,0.36541353383458647
147,0.3548872180451128
148,0.6716791979949874
149,0.47863247863247865
150,0.43783783783783786
151,0.4918918918918919
152,0.44402985074626866
153,0.6246973365617433
154,0.6174334140435835
155,0.5548387096774193
156,0.5548387096774193
157,0.3161290322580645
158,0.18757612667478685
159,0.18757612667478685
160,0.18635809987819732
161,0.17783191230207065
162,0.319672131147541
163,0.26639344262295084
164,0.41442824251726784
165,0.4190106692531523
166,0.33947772657450076
167,0.4721740804929713
168,0.5179282868525896
169,0.4531365313653137
170,0.4893203883495146
171,0.46736596736596736
172,0.5094339622641509
173,0.6614906832298136
174,0.19813664596273292
175,0.20124223602484473
176,0.29343308395677475
177,0.425
178,0.4288256227758007
179,0.5977917981072555
180,0.1825242718446602
181,0.5283797729618163
182,0.5459236326109391
183,0.4894586894586895
184,0.3051948051948052
185,0.3993174061433447
186,0.37542662116040953
187,0.18221787982413287
188,0.2748743718592965
189,0.5620437956204379
190,0.4648074369189907
191,0.491044776119403
192,0.20889300602130617
193,0.5134099616858238
194,0.6037151702786377
195,0.44571428571428573
196,0.9803921568627451
197,0.9607843137254902
