,0
0,0.5235148514851482
1,0.4970297029702967
2,0.36884422110552817
3,0.36758793969849285
4,0.4165841584158417
5,0.3864321608040202
6,0.3782178217821787
7,0.41594827586206873
8,0.2580419580419582
9,0.4074257425742576
10,0.3539603960396044
11,0.3663366336633669
12,0.2837412587412592
13,0.2872377622377625
14,0.3603960396039607
15,0.32722772277227763
16,0.35173267326732705
17,0.3287128712871292
18,0.35000000000000037
19,0.337623762376238
20,0.34554455445544596
21,0.32549504950495106
22,0.3655940594059409
23,0.33960396039604
24,0.35693069306930747
25,0.3745049504950502
26,0.36138613861386176
27,0.3891089108910895
28,0.43118811881188107
29,0.3234042553191498
30,0.27054794520548026
31,0.35767326732673316
32,0.3525125628140708
33,0.33467336683417126
34,0.33069306930693115
35,0.37178217821782217
36,0.3414572864321612
37,0.34145728643216117
38,0.3198492462311563
39,0.32462311557788986
40,0.3467336683417089
41,0.34798994974874403
42,0.35025125628140735
43,0.3537688442211058
44,0.3236180904522618
45,0.3492462311557794
46,0.3316582914572869
47,0.3339195979899502
48,0.36039603960396127
49,0.31531914893617036
50,0.32340425531914907
51,0.326808510638298
52,0.36806930693069373
53,0.3251063829787238
54,0.3591584158415847
55,0.41955445544554465
56,0.36930693069306963
57,0.36930693069306963
58,0.34874371859296516
59,0.3391959798994979
60,0.410396039603961
61,0.37704081632653086
62,0.39446808510638287
63,0.2760489510489512
64,0.2583928571428573
65,0.328085106382979
66,0.3608040201005028
67,0.3944723618090452
68,0.37871287128712894
69,0.37004950495049527
70,0.3182978723404258
71,0.35175879396984977
72,0.3452970297029707
73,0.3720297029702972
74,0.36064356435643613
75,0.3883663366336636
76,0.37400990099009934
77,0.3782178217821786
78,0.49009900990098987
79,0.4111386138613861
80,0.4702970297029701
81,0.39257425742574276
82,0.3819306930693071
83,0.3900990099009905
84,0.31702586206896594
85,0.32780172413793157
86,0.32435344827586243
87,0.3658415841584163
88,0.46984924623115565
89,0.310445205479452
90,0.3186643835616437
91,0.3140410958904108
92,0.3379396984924628
93,0.3693069306930696
94,0.3769801980198023
95,0.3492574257425747
96,0.3591584158415846
97,0.38266331658291525
98,0.3856783919597992
99,0.43442211055276375
100,0.3972772277227726
101,0.3970297029702974
102,0.3811557788944728
103,0.3811557788944728
104,0.38768844221105564
105,0.3811557788944728
106,0.37211055276381944
107,0.40829145728643207
108,0.35891089108910934
109,0.38193069306930716
110,0.2006544502617803
111,0.45075376884422097
112,0.324137931034483
113,0.46410891089108913
114,0.3502475247524756
115,0.3650990099009904
116,0.37549504950495105
117,0.2515734265734269
118,0.25069930069930096
119,0.4653061224489796
120,0.3549504950495053
121,0.34108910891089145
122,0.3010638297872349
123,0.2829787234042558
124,0.3742346938775512
125,0.3622448979591839
126,0.35433673469387783
127,0.3556122448979593
128,0.33367346938775544
129,0.34515306122449013
130,0.35433673469387783
131,0.359183673469388
132,0.34566326530612274
133,0.36811224489795935
134,0.3382653061224494
135,0.35765306122449003
136,0.35178571428571453
137,0.367091836734694
138,0.37500000000000033
139,0.3288793103448278
140,0.35272277227722815
141,0.429950495049505
142,0.4146039603960396
143,0.4200495049504951
144,0.4314356435643565
145,0.36509900990099037
146,0.37908163265306133
147,0.3739795918367352
148,0.3565326633165833
149,0.41633663366336654
150,0.3655940594059411
151,0.3784653465346539
152,0.39319148936170195
153,0.37386934673366873
154,0.3472361809045231
155,0.38143564356435655
156,0.3787128712871288
157,0.3279702970297035
158,0.3255458515283851
159,0.3456331877729267
160,0.33231441048034965
161,0.31877729257641957
162,0.3422110552763824
163,0.39748743718592977
164,0.36485148514851523
165,0.35841584158415873
166,0.360301507537689
167,0.37351485148514874
168,0.2941780821917808
169,0.3876237623762378
170,0.3428217821782183
171,0.3668316831683172
172,0.31744680851063856
173,0.3594059405940599
